Group: [4345, 7029, 2500]
4345:
< 0, 29, 3237.239024177677, Request, 4345 >
< 159, 382, 883.0130475189394, Request, 8789 >
< 382, 294, 883.4545996705504, Request, 8789 >
< 294, 382, 885.4138871677874, Response, 8789 >
< 382, 159, 886.5284586361532, Response, 8789 >
< 159, 329, 887.5452736433409, Request, 8789 >
< 329, 244, 888.5797882629778, Request, 8789 >
< 244, 224, 890.572818017083, Request, 8789 >
< 224, 188, 890.8796614547623, Request, 8789 >
< 188, 319, 892.0999118695944, Request, 8789 >
< 319, 188, 892.8928144226019, Response, 8789 >
< 188, 224, 893.4592488611232, Response, 8789 >
< 224, 244, 895.0536640551535, Response, 8789 >
< 244, 166, 896.56091905284, Request, 8789 >
< 166, 244, 896.996860203174, Response, 8789 >
< 244, 329, 898.5125492805761, Response, 8789 >
< 329, 159, 899.6785005381743, Response, 8789 >
< 159, 290, 901.2874206604996, Response, 8789 >
< 290, 29, 902.9855778903795, Response, 8789 >
< 29, 0, 904.509572963728, Response, 8789 >
8791:
< 0, 29, 2944.7797605704673, Request, 8791 >
< 29, 290, 2946.3090265143783, Request, 8791 >
< 290, 159, 2948.03830572434, Request, 8791 >
< 159, 329, 2948.8780892925274, Request, 8791 >
< 329, 244, 2949.831488522204, Request, 8791 >
< 244, 166, 2950.5365412940337, Request, 8791 >
< 166, 244, 2952.421106141741, Response, 8791 >
< 244, 224, 2954.265543584864, Request, 8791 >
< 224, 188, 2955.5587723931803, Request, 8791 >
< 188, 224, 2957.0764348954017, Response, 8791 >
< 224, 244, 2958.1238416283227, Response, 8791 >
< 244, 329, 2959.885777050084, Response, 8791 >
< 329, 159, 2961.504056637505, Response, 8791 >
< 159, 382, 2962.0257940563833, Request, 8791 >
< 382, 294, 2962.560094725127, Request, 8791 >
< 294, 382, 2963.274497524674, Response, 8791 >
< 382, 159, 2964.6250698404465, Response, 8791 >
< 159, 290, 2966.371575343124, Response, 8791 >
< 290, 29, 2967.545299484871, Response, 8791 >
< 29, 0, 2969.2585202480277, Response, 8791 >
8799:
< 0, 29, 700.2471157315509, Request, 8799 >
< 29, 290, 701.0995045990657, Request, 8799 >
< 290, 159, 701.7326629041912, Request, 8799 >
< 159, 382, 702.3871610319599, Request, 8799 >
< 382, 294, 703.7621567030941, Request, 8799 >
< 294, 382, 704.2298047876448, Response, 8799 >
< 382, 159, 704.6148922383675, Response, 8799 >
< 159, 329, 706.3590306650307, Request, 8799 >
< 329, 244, 707.9990344910616, Request, 8799 >
< 244, 166, 709.0979768493829, Request, 8799 >
< 166, 244, 709.6846980732147, Response, 8799 >
< 244, 224, 710.1582685502746, Request, 8799 >
< 224, 188, 711.363161263735, Request, 8799 >
< 188, 319, 711.9487596695955, Request, 8799 >
< 319, 188, 713.8229461768814, Response, 8799 >
< 188, 224, 714.9378084831394, Response, 8799 >
< 224, 244, 716.1054658439539, Response, 8799 >
< 244, 329, 717.4733792622873, Response, 8799 >
< 329, 159, 718.1843784322264, Response, 8799 >
< 159, 290, 718.7011445745476, Response, 8799 >
< 290, 29, 719.3568912668231, Response, 8799 >
< 29, 0, 721.2554767913164, Response, 8799 >
8859:
< 0, 29, 3112.5118096778447, Request, 8859 >
< 29, 290, 3114.3917035816717, Request, 8859 >
< 290, 159, 3114.9956539678774, Request, 8859 >
< 159, 382, 3116.1330631984415, Request, 8859 >
< 382, 294, 3116.8545408564355, Request, 8859 >
< 294, 382, 3118.652932026798, Response, 8859 >
< 382, 159, 3120.6132954826917, Response, 8859 >
< 159, 329, 3122.485656081225, Request, 8859 >
< 329, 244, 3123.5693744893506, Request, 8859 >
< 244, 224, 3123.985510757038, Request, 8859 >
< 224, 188, 3125.332970245571, Request, 8859 >
< 188, 319, 3127.2170291939005, Request, 8859 >
< 319, 188, 3128.4538530683094, Response, 8859 >
< 188, 224, 3129.407909783905, Response, 8859 >
< 224, 244, 3130.3362068787746, Response, 8859 >
< 244, 166, 3132.275617542758, Request, 8859 >
< 166, 244, 3133.4766871741276, Response, 8859 >
< 244, 329, 3134.2173752997514, Response, 8859 >
< 329, 159, 3135.78783647701, Response, 8859 >
< 159, 290, 3136.151097545354, Response, 8859 >
< 290, 29, 3137.650891585162, Response, 8859 >
< 29, 0, 3138.759061609839, Response, 8859 >
8885:
< 0, 29, 784.5571400752003, Request, 8885 >
< 29, 290, 785.1111888924863, Request, 8885 >
< 290, 159, 785.3388220273465, Request, 8885 >
< 159, 329, 787.1686102903328, Request, 8885 >
< 329, 244, 788.2369183557059, Request, 8885 >
< 244, 166, 789.2196722486308, Request, 8885 >
< 166, 244, 789.5820750005275, Response, 8885 >
< 244, 224, 790.5553249360777, Request, 8885 >
< 224, 188, 791.1875463786427, Request, 8885 >
< 188, 319, 792.7478143337619, Request, 8885 >
< 319, 188, 794.1284429282686, Response, 8885 >
< 188, 224, 795.9881435132648, Response, 8885 >
< 224, 244, 797.1496942548087, Response, 8885 >
< 244, 329, 797.9716294051324, Response, 8885 >
< 329, 159, 799.2438378809167, Response, 8885 >
< 159, 382, 799.7467278018753, Request, 8885 >
< 382, 294, 800.0209058931949, Request, 8885 >
< 294, 382, 800.9223227911806, Response, 8885 >
< 382, 159, 802.1876704312807, Response, 8885 >
< 159, 290, 803.6281710873678, Response, 8885 >
< 290, 29, 805.3592563268456, Response, 8885 >
< 29, 0, 807.1056094930049, Response, 8885 >
8890:
< 0, 29, 3329.884197331443, Request, 8890 >
< 29, 290, 3331.229463243023, Request, 8890 >
< 290, 159, 3332.232891046631, Request, 8890 >
< 159, 329, 3332.72848787743, Request, 8890 >
< 329, 244, 3333.2168124985874, Request, 8890 >
< 244, 224, 3334.1419044658323, Request, 8890 >
< 224, 188, 3335.545403830886, Request, 8890 >
< 188, 319, 3336.151392507128, Request, 8890 >
< 319, 188, 3337.863200431185, Response, 8890 >
< 188, 224, 3339.0169060983017, Response, 8890 >
< 224, 244, 3339.255412858903, Response, 8890 >
< 244, 166, 3340.06930479685, Request, 8890 >
< 166, 244, 3341.7955936300473, Response, 8890 >
< 244, 329, 3343.5268828912504, Response, 8890 >
< 329, 159, 3344.1674686834363, Response, 8890 >
< 159, 382, 3345.3838457796633, Request, 8890 >
< 382, 294, 3346.1656554803462, Request, 8890 >
< 294, 382, 3346.7385527322117, Response, 8890 >
< 382, 159, 3347.698974901495, Response, 8890 >
< 159, 290, 3349.5665351242465, Response, 8890 >
< 290, 29, 3349.896690380438, Response, 8890 >
< 29, 0, 3350.5779303008935, Response, 8890 >
8957:
< 0, 29, 2552.5348856203527, Request, 8957 >
< 29, 290, 2553.172034083661, Request, 8957 >
< 290, 159, 2553.5178973213265, Request, 8957 >
< 159, 382, 2554.6196495596505, Request, 8957 >
< 382, 294, 2555.838420607104, Request, 8957 >
< 294, 382, 2557.535174867141, Response, 8957 >
< 382, 159, 2559.0879749519318, Response, 8957 >
< 159, 329, 2559.8533529565925, Request, 8957 >
< 329, 244, 2560.49491541924, Request, 8957 >
< 244, 224, 2562.2954896972146, Request, 8957 >
< 224, 188, 2564.0426746187554, Request, 8957 >
< 188, 224, 2564.772570990391, Response, 8957 >
< 224, 244, 2565.147382342399, Response, 8957 >
< 244, 166, 2566.9219149305613, Request, 8957 >
< 166, 244, 2568.7567418495555, Response, 8957 >
< 244, 329, 2570.7141697365605, Response, 8957 >
< 329, 159, 2571.4277683386304, Response, 8957 >
< 159, 290, 2572.9538422983173, Response, 8957 >
< 290, 29, 2574.3218666029666, Response, 8957 >
< 29, 0, 2575.891267020664, Response, 8957 >
8968:
< 0, 29, 3471.6228354104915, Request, 8968 >
< 29, 290, 3472.055033287665, Request, 8968 >
< 290, 159, 3472.736025969122, Request, 8968 >
< 159, 329, 3473.766185731022, Request, 8968 >
< 329, 244, 3474.7540638913533, Request, 8968 >
< 244, 224, 3475.9602977058917, Request, 8968 >
< 224, 188, 3477.2644500159763, Request, 8968 >
< 188, 319, 3478.8904351341203, Request, 8968 >
< 319, 188, 3480.7680015546894, Response, 8968 >
< 188, 224, 3482.3863553379683, Response, 8968 >
< 224, 244, 3483.9448630529305, Response, 8968 >
< 244, 166, 3484.839667685776, Request, 8968 >
< 166, 244, 3485.741788454775, Response, 8968 >
< 244, 329, 3487.2612046730164, Response, 8968 >
< 329, 159, 3489.0736691692055, Response, 8968 >
< 159, 382, 3490.894201253255, Request, 8968 >
< 382, 294, 3491.2394658271237, Request, 8968 >
< 294, 382, 3493.146281167777, Response, 8968 >
< 382, 159, 3494.9368703262076, Response, 8968 >
< 159, 290, 3496.1587531611835, Response, 8968 >
< 290, 29, 3496.9910140503443, Response, 8968 >
< 29, 0, 3498.6444896775056, Response, 8968 >
8973:
< 0, 29, 1324.419836898844, Request, 8973 >
< 29, 290, 1324.83733779959, Request, 8973 >
< 290, 159, 1325.2767898807087, Request, 8973 >
< 159, 382, 1326.3089707733025, Request, 8973 >
< 382, 294, 1328.1081874396193, Request, 8973 >
< 294, 382, 1329.2004466632425, Response, 8973 >
< 382, 159, 1331.1234329584097, Response, 8973 >
< 159, 329, 1332.386549496976, Request, 8973 >
< 329, 244, 1334.2936969775728, Request, 8973 >
< 244, 166, 1336.1180584508097, Request, 8973 >
< 166, 244, 1338.023263165604, Response, 8973 >
< 244, 224, 1339.1935290971348, Request, 8973 >
< 224, 188, 1340.812384791261, Request, 8973 >
< 188, 319, 1342.0678386787436, Request, 8973 >
< 319, 188, 1343.4493996693166, Response, 8973 >
< 188, 224, 1344.214789294464, Response, 8973 >
< 224, 244, 1345.986160185557, Response, 8973 >
< 244, 329, 1347.1324447226664, Response, 8973 >
< 329, 159, 1348.7634169932928, Response, 8973 >
< 159, 290, 1350.5050181179645, Response, 8973 >
< 290, 29, 1351.3299984807493, Response, 8973 >
< 29, 0, 1353.2518224222847, Response, 8973 >
9080:
< 0, 29, 46.37918187386556, Request, 9080 >
< 29, 290, 47.099944293334936, Request, 9080 >
< 290, 159, 48.04211146626522, Request, 9080 >
< 159, 329, 49.358200148355074, Request, 9080 >
< 329, 244, 50.59298954849172, Request, 9080 >
< 244, 166, 51.72268527295276, Request, 9080 >
< 166, 244, 53.136131956523855, Response, 9080 >
< 244, 224, 54.274475680107365, Request, 9080 >
< 224, 188, 55.28842827208745, Request, 9080 >
< 188, 224, 56.386250847978694, Response, 9080 >
< 224, 244, 57.40418412930673, Response, 9080 >
< 244, 329, 58.88736884383538, Response, 9080 >
< 329, 159, 59.53496509852041, Response, 9080 >
< 159, 382, 61.372961645761514, Request, 9080 >
< 382, 294, 62.550698278624346, Request, 9080 >
< 294, 382, 63.84488413998703, Response, 9080 >
< 382, 159, 64.4342651870419, Response, 9080 >
< 159, 290, 65.8775596824461, Response, 9080 >
< 290, 29, 67.0532045224026, Response, 9080 >
< 29, 0, 68.34932085176227, Response, 9080 >
9148:
< 0, 29, 2530.0189189810458, Request, 9148 >
< 29, 290, 2531.7166813411777, Request, 9148 >
< 290, 159, 2532.4148513557298, Request, 9148 >
< 159, 329, 2534.057202068384, Request, 9148 >
< 329, 244, 2535.603933163139, Request, 9148 >
< 244, 166, 2535.8943615474404, Request, 9148 >
< 166, 244, 2536.5878250860974, Response, 9148 >
< 244, 224, 2537.8131369411267, Request, 9148 >
< 224, 188, 2539.7596869242625, Request, 9148 >
< 188, 319, 2541.690577596825, Request, 9148 >
< 319, 188, 2542.4672134435186, Response, 9148 >
< 188, 224, 2543.591619670973, Response, 9148 >
< 224, 244, 2544.385373758645, Response, 9148 >
< 244, 329, 2544.771215355821, Response, 9148 >
< 329, 159, 2545.401245170079, Response, 9148 >
< 159, 382, 2546.9309359740205, Request, 9148 >
< 382, 294, 2547.8308852660916, Request, 9148 >
< 294, 382, 2548.4115784775854, Response, 9148 >
< 382, 159, 2549.668359941381, Response, 9148 >
< 159, 290, 2550.5176555076387, Response, 9148 >
< 290, 29, 2551.3698083320155, Response, 9148 >
< 29, 0, 2552.675557898437, Response, 9148 >
9210:
< 0, 29, 1841.4429107511644, Request, 9210 >
< 29, 290, 1842.3467196355914, Request, 9210 >
< 290, 159, 1842.6749733722918, Request, 9210 >
< 159, 329, 1843.7986434176626, Request, 9210 >
< 329, 244, 1844.3936158391537, Request, 9210 >
< 244, 224, 1845.2393755250198, Request, 9210 >
< 224, 244, 1845.6756105608565, Response, 9210 >
< 244, 166, 1847.0917699731665, Request, 9210 >
< 166, 244, 1848.6901654051765, Response, 9210 >
< 244, 329, 1850.422427890533, Response, 9210 >
< 329, 159, 1851.1137578018458, Response, 9210 >
< 159, 382, 1852.0691492094902, Request, 9210 >
< 382, 294, 1852.7523645404056, Request, 9210 >
< 294, 382, 1853.122601788585, Response, 9210 >
< 382, 159, 1854.4172623917934, Response, 9210 >
< 159, 290, 1855.14122028375, Response, 9210 >
< 290, 29, 1856.0820903484837, Response, 9210 >
< 29, 0, 1857.9415992402676, Response, 9210 >
9229:
< 0, 29, 2499.284670554984, Request, 9229 >
< 29, 290, 2500.9694566574276, Request, 9229 >
< 290, 159, 2501.845477381891, Request, 9229 >
< 159, 329, 2503.459286560406, Request, 9229 >
< 329, 244, 2503.8849312786133, Request, 9229 >
< 244, 224, 2505.766547679768, Request, 9229 >
< 224, 188, 2507.50610202597, Request, 9229 >
< 188, 319, 2507.9625180264193, Request, 9229 >
< 319, 188, 2509.8815714270754, Response, 9229 >
< 188, 224, 2510.707104120706, Response, 9229 >
< 224, 244, 2512.4556264648995, Response, 9229 >
< 244, 166, 2512.656161112482, Request, 9229 >
< 166, 244, 2514.2374933777255, Response, 9229 >
< 244, 329, 2515.5960337169895, Response, 9229 >
< 329, 159, 2516.1276570750024, Response, 9229 >
< 159, 382, 2516.846208811501, Request, 9229 >
< 382, 294, 2517.125637230166, Request, 9229 >
< 294, 382, 2519.035301060677, Response, 9229 >
< 382, 159, 2520.3090665246964, Response, 9229 >
< 159, 290, 2520.9970207453416, Response, 9229 >
< 290, 29, 2522.69999282573, Response, 9229 >
< 29, 0, 2523.871764214525, Response, 9229 >
9231:
< 0, 29, 3142.2645686510386, Request, 9231 >
< 29, 290, 3143.814755485123, Request, 9231 >
< 290, 159, 3145.608678898583, Request, 9231 >
< 159, 329, 3146.510899130256, Request, 9231 >
< 329, 244, 3147.2852916691654, Request, 9231 >
< 244, 224, 3148.6259887474416, Request, 9231 >
< 224, 188, 3149.5894676613975, Request, 9231 >
< 188, 319, 3149.9343694002005, Request, 9231 >
< 319, 188, 3150.259518998094, Response, 9231 >
< 188, 224, 3151.394386241797, Response, 9231 >
< 224, 244, 3151.847339344795, Response, 9231 >
< 244, 166, 3152.582547047551, Request, 9231 >
< 166, 244, 3154.049851802418, Response, 9231 >
< 244, 329, 3154.85857225664, Response, 9231 >
< 329, 159, 3155.3875973746494, Response, 9231 >
< 159, 382, 3155.666631914136, Request, 9231 >
< 382, 294, 3156.1919062433976, Request, 9231 >
< 294, 382, 3157.8646236957698, Response, 9231 >
< 382, 159, 3158.302172689985, Response, 9231 >
< 159, 290, 3159.9795567767424, Response, 9231 >
< 290, 29, 3161.1139144481162, Response, 9231 >
< 29, 0, 3163.078131580874, Response, 9231 >
9258:
< 0, 29, 1514.7384125263566, Request, 9258 >
< 29, 290, 1515.8131634559927, Request, 9258 >
< 290, 159, 1516.0150334006466, Request, 9258 >
< 159, 382, 1518.0044520271601, Request, 9258 >
< 382, 294, 1518.8573843609818, Request, 9258 >
< 294, 382, 1520.0805183643213, Response, 9258 >
< 382, 159, 1520.5954899782253, Response, 9258 >
< 159, 329, 1521.727233684735, Request, 9258 >
< 329, 244, 1523.2955170935847, Request, 9258 >
< 244, 224, 1524.741261867411, Request, 9258 >
< 224, 188, 1525.7723042894431, Request, 9258 >
< 188, 319, 1527.0911593080657, Request, 9258 >
< 319, 188, 1527.7532268142766, Response, 9258 >
< 188, 224, 1529.6585623227281, Response, 9258 >
< 224, 244, 1530.6030629542915, Response, 9258 >
< 244, 166, 1532.0083900699722, Request, 9258 >
< 166, 244, 1532.3910487546793, Response, 9258 >
< 244, 329, 1532.8300979308199, Response, 9258 >
< 329, 159, 1533.7402347784787, Response, 9258 >
< 159, 290, 1534.7456059127717, Response, 9258 >
< 290, 29, 1535.0514895116796, Response, 9258 >
< 29, 0, 1536.8608152026172, Response, 9258 >
9260:
< 0, 29, 1761.5485601943826, Request, 9260 >
< 29, 290, 1763.5187194282546, Request, 9260 >
< 290, 159, 1765.3831419896705, Request, 9260 >
< 159, 329, 1766.3834508956952, Request, 9260 >
< 329, 244, 1767.0809186666147, Request, 9260 >
< 244, 224, 1769.028717933826, Request, 9260 >
< 224, 188, 1769.9636351290767, Request, 9260 >
< 188, 319, 1771.3344285583958, Request, 9260 >
< 319, 188, 1772.8150527737419, Response, 9260 >
< 188, 224, 1774.1185934655632, Response, 9260 >
< 224, 244, 1775.813148212542, Response, 9260 >
< 244, 166, 1776.0171704207619, Request, 9260 >
< 166, 244, 1777.5879240333697, Response, 9260 >
< 244, 329, 1779.4461133968573, Response, 9260 >
< 329, 159, 1780.7102585606387, Response, 9260 >
< 159, 382, 1781.1203029843339, Request, 9260 >
< 382, 294, 1782.2118089927417, Request, 9260 >
< 294, 382, 1782.6383540938523, Response, 9260 >
< 382, 159, 1783.9215562128359, Response, 9260 >
< 159, 290, 1785.4532519784657, Response, 9260 >
< 290, 29, 1786.66855946555, Response, 9260 >
< 29, 0, 1788.13300542651, Response, 9260 >
9339:
< 0, 29, 779.8950858082042, Request, 9339 >
< 29, 290, 780.7466005789357, Request, 9339 >
< 290, 159, 782.3906390137917, Request, 9339 >
< 159, 382, 783.0824031357923, Request, 9339 >
< 382, 294, 784.6192298147141, Request, 9339 >
< 294, 382, 786.387133092622, Response, 9339 >
< 382, 159, 786.9753616162047, Response, 9339 >
< 159, 329, 788.9279740592981, Request, 9339 >
< 329, 244, 789.3605583431303, Request, 9339 >
< 244, 166, 789.8124561863316, Request, 9339 >
< 166, 244, 791.5065670130574, Response, 9339 >
< 244, 224, 792.7141610595361, Request, 9339 >
< 224, 244, 793.4307184731491, Response, 9339 >
< 244, 329, 794.0114760881339, Response, 9339 >
< 329, 159, 794.9545134292965, Response, 9339 >
< 159, 290, 796.5867349704107, Response, 9339 >
< 290, 29, 798.0751336013573, Response, 9339 >
< 29, 0, 799.574982440507, Response, 9339 >
9373:
< 0, 29, 2746.0023467098654, Request, 9373 >
< 29, 290, 2746.495435532563, Request, 9373 >
< 290, 159, 2747.638586120959, Request, 9373 >
< 159, 329, 2748.0676668523715, Request, 9373 >
< 329, 244, 2748.695929333926, Request, 9373 >
< 244, 224, 2749.0279321468674, Request, 9373 >
< 224, 188, 2749.846351683735, Request, 9373 >
< 188, 224, 2750.6573097847704, Response, 9373 >
< 224, 244, 2750.8784671990047, Response, 9373 >
< 244, 166, 2752.701222810171, Request, 9373 >
< 166, 244, 2753.6044492166584, Response, 9373 >
< 244, 329, 2755.4003731448206, Response, 9373 >
< 329, 159, 2755.644504277729, Response, 9373 >
< 159, 382, 2756.304543619614, Request, 9373 >
< 382, 294, 2757.268948551694, Request, 9373 >
< 294, 382, 2758.1224836239285, Response, 9373 >
< 382, 159, 2759.1397486164906, Response, 9373 >
< 159, 290, 2761.1185092487467, Response, 9373 >
< 290, 29, 2762.9115894627716, Response, 9373 >
< 29, 0, 2763.5891399583643, Response, 9373 >
9379:
< 0, 29, 3199.413095120267, Request, 9379 >
< 29, 290, 3200.922813599114, Request, 9379 >
< 290, 159, 3201.352628359376, Request, 9379 >
< 159, 329, 3202.4039336998453, Request, 9379 >
< 329, 244, 3203.003507968554, Request, 9379 >
< 244, 224, 3203.7417972952508, Request, 9379 >
< 224, 188, 3204.179125148694, Request, 9379 >
< 188, 319, 3204.806593529091, Request, 9379 >
< 319, 188, 3205.148970945729, Response, 9379 >
< 188, 224, 3205.5703656936303, Response, 9379 >
< 224, 244, 3207.168599246599, Response, 9379 >
< 244, 166, 3208.094452364388, Request, 9379 >
< 166, 244, 3208.330852090546, Response, 9379 >
< 244, 329, 3208.810803873433, Response, 9379 >
< 329, 159, 3210.7777236287375, Response, 9379 >
< 159, 382, 3211.8246450429597, Request, 9379 >
< 382, 294, 3212.0899669048745, Request, 9379 >
< 294, 382, 3212.296606878661, Response, 9379 >
< 382, 159, 3213.6501617706053, Response, 9379 >
< 159, 290, 3214.599802500893, Response, 9379 >
< 290, 29, 3215.291525126857, Response, 9379 >
< 29, 0, 3216.6823493641036, Response, 9379 >
9389:
< 0, 29, 2541.402614382687, Request, 9389 >
< 29, 290, 2542.3143919496692, Request, 9389 >
< 290, 159, 2544.124767390635, Request, 9389 >
< 159, 382, 2544.7020596106345, Request, 9389 >
< 382, 294, 2546.448421224719, Request, 9389 >
< 294, 382, 2547.4698026173764, Response, 9389 >
< 382, 159, 2548.2925240407644, Response, 9389 >
< 159, 329, 2549.7863385103296, Request, 9389 >
< 329, 244, 2551.408330327724, Request, 9389 >
< 244, 166, 2552.1932587676188, Request, 9389 >
< 166, 244, 2552.619947545219, Response, 9389 >
< 244, 224, 2553.245407232021, Request, 9389 >
< 224, 188, 2554.074260426592, Request, 9389 >
< 188, 319, 2555.541058282369, Request, 9389 >
< 319, 188, 2555.8689228056896, Response, 9389 >
< 188, 224, 2556.130356704473, Response, 9389 >
< 224, 244, 2556.839827639757, Response, 9389 >
< 244, 329, 2557.1857655690933, Response, 9389 >
< 329, 159, 2557.804409813265, Response, 9389 >
< 159, 290, 2559.1764150371105, Response, 9389 >
< 290, 29, 2560.7218956777324, Response, 9389 >
< 29, 0, 2561.6681275124547, Response, 9389 >
9392:
< 0, 29, 1269.8874462414603, Request, 9392 >
< 29, 290, 1270.3691265785073, Request, 9392 >
< 290, 159, 1271.9639754065927, Request, 9392 >
< 159, 382, 1273.6481937497585, Request, 9392 >
< 382, 294, 1275.0166352454114, Request, 9392 >
< 294, 382, 1275.9171903935114, Response, 9392 >
< 382, 159, 1277.0942419379473, Response, 9392 >
< 159, 329, 1277.5693177210524, Request, 9392 >
< 329, 244, 1278.6929949461316, Request, 9392 >
< 244, 224, 1280.1690273255938, Request, 9392 >
< 224, 188, 1280.8242300973584, Request, 9392 >
< 188, 319, 1281.860197575894, Request, 9392 >
< 319, 188, 1282.596714617258, Response, 9392 >
< 188, 224, 1283.0176084056015, Response, 9392 >
< 224, 244, 1284.3898372711858, Response, 9392 >
< 244, 166, 1285.6177231138386, Request, 9392 >
< 166, 244, 1286.2611954604188, Response, 9392 >
< 244, 329, 1287.1266733706775, Response, 9392 >
< 329, 159, 1288.1915507363917, Response, 9392 >
< 159, 290, 1289.2050248369394, Response, 9392 >
< 290, 29, 1290.5015722873331, Response, 9392 >
< 29, 0, 1292.4610159855738, Response, 9392 >
9409:
< 0, 29, 1540.5692925740416, Request, 9409 >
< 29, 290, 1541.0894158020833, Request, 9409 >
< 290, 159, 1542.4277930094925, Request, 9409 >
< 159, 382, 1543.7589770765999, Request, 9409 >
< 382, 294, 1544.3428496854194, Request, 9409 >
< 294, 382, 1545.1209175455976, Response, 9409 >
< 382, 159, 1545.89406641058, Response, 9409 >
< 159, 329, 1547.7996209416642, Request, 9409 >
< 329, 244, 1549.335678033124, Request, 9409 >
< 244, 166, 1549.9086873533445, Request, 9409 >
< 166, 244, 1551.8833382382852, Response, 9409 >
< 244, 224, 1552.9781836327534, Request, 9409 >
< 224, 188, 1554.3574695265884, Request, 9409 >
< 188, 319, 1556.1944564258356, Request, 9409 >
< 319, 188, 1557.5893569288073, Response, 9409 >
< 188, 224, 1558.3953136374157, Response, 9409 >
< 224, 244, 1558.6752690254673, Response, 9409 >
< 244, 329, 1560.220708525681, Response, 9409 >
< 329, 159, 1561.4342383474886, Response, 9409 >
< 159, 290, 1563.0544660962114, Response, 9409 >
< 290, 29, 1564.155298253586, Response, 9409 >
< 29, 0, 1565.902173716796, Response, 9409 >
9446:
< 0, 29, 3261.457010097511, Request, 9446 >
< 29, 290, 3262.688156109321, Request, 9446 >
< 290, 159, 3263.270123056563, Request, 9446 >
< 159, 329, 3264.2875525268, Request, 9446 >
< 329, 244, 3265.897301985654, Request, 9446 >
< 244, 166, 3267.1528022841662, Request, 9446 >
< 166, 244, 3268.7245634582628, Response, 9446 >
< 244, 224, 3270.3243994195946, Request, 9446 >
< 224, 188, 3271.679922740545, Request, 9446 >
< 188, 319, 3273.6476560420756, Request, 9446 >
< 319, 188, 3275.304832020588, Response, 9446 >
< 188, 224, 3275.743647518294, Response, 9446 >
< 224, 244, 3276.8220890015905, Response, 9446 >
< 244, 329, 3278.2832011518412, Response, 9446 >
< 329, 159, 3279.1557553596626, Response, 9446 >
< 159, 382, 3280.9752544600515, Request, 9446 >
< 382, 294, 3282.177419465448, Request, 9446 >
< 294, 382, 3283.5858333348174, Response, 9446 >
< 382, 159, 3285.343599254426, Response, 9446 >
< 159, 290, 3286.673307756859, Response, 9446 >
< 290, 29, 3286.977357814385, Response, 9446 >
< 29, 0, 3288.605715806088, Response, 9446 >
9530:
< 0, 29, 2207.609394579027, Request, 9530 >
< 29, 290, 2208.357969477292, Request, 9530 >
< 290, 159, 2209.050062216441, Request, 9530 >
< 159, 329, 2209.9054851519986, Request, 9530 >
< 329, 244, 2210.329954007179, Request, 9530 >
< 244, 166, 2211.78337144327, Request, 9530 >
< 166, 244, 2212.937838509225, Response, 9530 >
< 244, 224, 2213.518566704553, Request, 9530 >
< 224, 188, 2215.026726601777, Request, 9530 >
< 188, 319, 2216.6053094213125, Request, 9530 >
< 319, 188, 2217.1664336838194, Response, 9530 >
< 188, 224, 2217.9779632699015, Response, 9530 >
< 224, 244, 2219.20258953497, Response, 9530 >
< 244, 329, 2220.5743376985556, Response, 9530 >
< 329, 159, 2221.8931440821834, Response, 9530 >
< 159, 382, 2223.1347918288247, Request, 9530 >
< 382, 294, 2223.3402054802104, Request, 9530 >
< 294, 382, 2224.9720109408745, Response, 9530 >
< 382, 159, 2226.4258008430065, Response, 9530 >
< 159, 290, 2227.1494437463675, Response, 9530 >
< 290, 29, 2227.7613342351224, Response, 9530 >
< 29, 0, 2229.60207682752, Response, 9530 >
9608:
< 0, 29, 33.24806648027101, Request, 9608 >
< 29, 290, 35.035326322529436, Request, 9608 >
< 290, 159, 36.451182300031526, Request, 9608 >
< 159, 382, 36.75944035487684, Request, 9608 >
< 382, 294, 37.025330968918524, Request, 9608 >
< 294, 382, 37.60959901478469, Response, 9608 >
< 382, 159, 38.052084792908126, Response, 9608 >
< 159, 329, 38.43387152434431, Request, 9608 >
< 329, 244, 39.00732974846015, Request, 9608 >
< 244, 224, 39.27900779489296, Request, 9608 >
< 224, 188, 39.69305667714206, Request, 9608 >
< 188, 319, 40.108528232450865, Request, 9608 >
< 319, 188, 40.415417105648565, Response, 9608 >
< 188, 224, 40.94427561209676, Response, 9608 >
< 224, 244, 42.24010370753367, Response, 9608 >
< 244, 166, 43.97505816667695, Request, 9608 >
< 166, 244, 45.763041048919874, Response, 9608 >
< 244, 329, 46.92400225363252, Response, 9608 >
< 329, 159, 48.18013222562682, Response, 9608 >
< 159, 290, 48.86336294867039, Response, 9608 >
< 290, 29, 49.76112753645914, Response, 9608 >
< 29, 0, 51.344176016019986, Response, 9608 >
9634:
< 0, 29, 593.7645031139938, Request, 9634 >
< 29, 290, 595.6553293281556, Request, 9634 >
< 290, 159, 595.9207326662552, Request, 9634 >
< 159, 382, 597.5598858229956, Request, 9634 >
< 382, 294, 599.38706527861, Request, 9634 >
< 294, 382, 600.1635696105458, Response, 9634 >
< 382, 159, 600.4517176431673, Response, 9634 >
< 159, 329, 601.3553090685316, Request, 9634 >
< 329, 244, 602.3805586506044, Request, 9634 >
< 244, 166, 603.745180355598, Request, 9634 >
< 166, 244, 605.1840100995533, Response, 9634 >
< 244, 224, 606.8478703613371, Request, 9634 >
< 224, 188, 608.5840377230381, Request, 9634 >
